team,season,adj_off_eff,adj_def_eff,adj_tempo,adj_em,efficiency_differential,seed
Illinois,2022,113.725,94.138,67.0758,19.5866,19.58699999999999,4.0
Illinois Chicago,2022,99.6102,110.098,69.1381,-10.4878,-10.487799999999993,
Illinois St.,2022,105.347,106.546,67.9168,-1.19904,-1.1990000000000123,
Incarnate Word,2022,94.975,116.828,64.5826,-21.8527,-21.85300000000001,
Indiana,2022,107.558,92.6213,66.9603,14.9367,14.936700000000002,12.0
Indiana St.,2022,98.5978,103.052,69.1036,-4.45454,-4.4542,
Iona,2022,107.648,99.4596,68.9014,8.18863,8.188400000000001,
Iowa,2022,121.548,98.0208,69.5965,23.5269,23.527200000000008,5.0
Iowa St.,2022,104.382,90.4362,66.0731,13.9459,13.945800000000006,11.0
IUPUI,2022,79.5426,111.11,62.2724,-31.5669,-31.567400000000006,
Jackson St.,2022,93.5053,102.664,63.6759,-9.15896,-9.158699999999996,
Jacksonville,2022,100.355,100.064,61.3941,0.290376,0.291000000000011,
Jacksonville St.,2022,105.325,103.083,65.1165,2.24147,2.2420000000000044,15.0
James Madison,2022,102.592,107.85,68.7604,-5.25839,-5.257999999999996,
Kansas,2022,119.389,93.8965,69.0976,25.492,25.492499999999993,1.0
Kansas St.,2022,109.415,97.4154,66.5039,11.9999,11.999600000000001,
Kennesaw St.,2022,104.796,109.169,66.1074,-4.37331,-4.3729999999999905,
Kent St.,2022,101.458,99.5444,65.8171,1.91351,1.9136000000000024,
Kentucky,2022,120.191,93.5959,67.3275,26.5948,26.595100000000002,2.0
La Salle,2022,98.9959,103.799,67.111,-4.80304,-4.803100000000001,
Lafayette,2022,97.312,111.812,64.615,-14.4996,-14.5,
Lamar,2022,92.4287,112.327,65.9662,-19.898,-19.898299999999992,
Lehigh,2022,98.2438,110.399,67.9706,-12.155,-12.155200000000008,
Liberty,2022,105.166,101.324,65.2022,3.84155,3.8419999999999987,
Lipscomb,2022,102.305,110.496,69.0794,-8.19157,-8.190999999999988,
Little Rock,2022,97.2468,111.941,66.6397,-14.6943,-14.69420000000001,
LIU,2022,99.8986,105.479,72.2798,-5.58079,-5.580399999999997,
Long Beach St.,2022,103.787,102.181,70.6553,1.6053,1.6060000000000088,
Longwood,2022,106.108,103.624,66.0454,2.48399,2.484000000000009,14.0
Louisiana,2022,101.843,102.657,69.5053,-0.813658,-0.813999999999993,
Louisiana Monroe,2022,101.35,109.348,67.6392,-7.99827,-7.998000000000005,
Louisiana Tech,2022,105.971,98.4421,68.3816,7.52872,7.528900000000007,
Louisville,2022,102.612,100.04,66.9622,2.57134,2.5719999999999885,
Loyola Chicago,2022,110.891,93.196,64.5889,17.6948,17.695000000000007,10.0
Loyola Marymount,2022,106.133,108.37,65.7771,-2.23707,-2.237000000000009,
Loyola MD,2022,96.498,105.24,64.4474,-8.74183,-8.74199999999999,
LSU,2022,107.64,88.5581,68.6446,19.0816,19.081900000000005,6.0
Maine,2022,92.3626,114.564,66.1268,-22.2015,-22.201399999999992,
Manhattan,2022,100.248,108.797,68.4918,-8.54885,-8.548999999999992,
Marist,2022,100.711,104.325,66.0826,-3.61415,-3.6140000000000043,
Marquette,2022,109.787,95.785,70.6644,14.0024,14.00200000000001,9.0
Marshall,2022,101.459,107.136,72.1975,-5.67758,-5.6769999999999925,
Maryland,2022,109.522,99.4036,66.4997,10.1186,10.118400000000008,
Maryland Eastern Shore,2022,91.0246,103.693,67.5,-12.6681,-12.668399999999991,
Massachusetts,2022,111.974,113.333,68.9418,-1.35852,-1.3589999999999947,
McNeese St.,2022,97.8623,110.743,69.5536,-12.8811,-12.88069999999999,
Memphis,2022,110.368,94.1479,70.2976,16.2198,16.220099999999988,9.0
Mercer,2022,105.778,107.585,64.6032,-1.80764,-1.806999999999988,
Merrimack,2022,94.4177,105.961,62.0756,-11.5435,-11.543300000000002,
Miami FL,2022,114.756,102.136,67.2783,12.6207,12.620000000000005,10.0
Miami OH,2022,103.857,111.71,67.6204,-7.85287,-7.852999999999994,
Michigan,2022,114.207,98.5588,66.285,15.6481,15.648199999999989,11.0
Michigan St.,2022,111.275,96.4032,67.5067,14.8717,14.871800000000007,7.0
Middle Tennessee,2022,105.574,98.4337,67.4582,7.14055,7.140299999999996,
Milwaukee,2022,91.9212,108.966,66.7823,-17.0444,-17.044799999999995,
Minnesota,2022,107.258,101.952,65.004,5.30549,5.305999999999997,
Mississippi,2022,105.887,99.8737,65.0824,6.01349,6.013300000000001,
Mississippi St.,2022,110.051,96.0097,65.4602,14.041,14.041300000000007,
Mississippi Valley St.,2022,92.8699,115.434,70.6686,-22.5638,-22.564099999999996,
Missouri,2022,104.096,101.058,65.5121,3.03843,3.0379999999999967,
Missouri St.,2022,113.558,101.28,66.8186,12.2781,12.278000000000006,
Monmouth,2022,102.36,102.095,66.0572,0.265482,0.26500000000000057,
Montana,2022,100.502,106.943,65.1596,-6.44134,-6.4410000000000025,
Montana St.,2022,104.531,100.723,67.294,3.80856,3.808000000000007,14.0
Morehead St.,2022,103.921,99.2034,64.67,4.71782,4.7176000000000045,
Morgan St.,2022,95.2236,106.051,71.6881,-10.8277,-10.827399999999997,
Mount St. Mary's,2022,96.2405,102.769,63.2161,-6.52812,-6.528500000000008,
Murray St.,2022,111.518,95.1287,65.7834,16.389,16.389300000000006,7.0
NC State,2022,109.154,106.6,66.8886,2.55475,2.554000000000002,
Navy,2022,95.384,96.7487,64.586,-1.3647,-1.3646999999999991,
Nebraska,2022,105.887,102.951,71.0448,2.93657,2.936000000000007,
Nebraska Omaha,2022,98.1699,116.314,69.7787,-18.1442,-18.144099999999995,
Nevada,2022,107.112,101.746,70.1106,5.36608,5.366,
New Hampshire,2022,103.121,109.613,62.1765,-6.49225,-6.492000000000004,
New Mexico,2022,107.094,105.652,70.8954,1.44202,1.441999999999993,
New Mexico St.,2022,107.805,97.7021,66.1724,10.1026,10.102900000000005,12.0
New Orleans,2022,97.3403,105.337,71.7276,-7.99718,-7.996700000000004,
Niagara,2022,100.075,102.351,64.2017,-2.27597,-2.2759999999999962,
Nicholls St.,2022,101.508,104.507,69.6443,-2.99836,-2.9990000000000094,
NJIT,2022,89.5715,108.01,65.8958,-18.4388,-18.438500000000005,
Norfolk St.,2022,102.43,102.285,66.9322,0.14543,0.14500000000001023,16.0
North Alabama,2022,90.4239,104.02,67.5973,-13.5957,-13.596099999999993,
North Carolina,2022,113.057,97.0108,70.1492,16.0459,16.0462,8.0
North Carolina A&T,2022,96.9009,107.948,67.3178,-11.0473,-11.0471,
North Carolina Central,2022,96.7874,107.112,67.5,-10.3247,-10.32459999999999,
North Dakota,2022,96.9478,116.388,67.2486,-19.4406,-19.440200000000004,
North Dakota St.,2022,103.378,101.239,66.2569,2.1386,2.138999999999996,
North Florida,2022,97.373,106.03,67.6293,-8.65738,-8.656999999999996,
North Texas,2022,105.496,91.6547,59.0034,13.8413,13.84129999999999,
Northeastern,2022,96.9267,105.053,64.301,-8.12654,-8.1263,
Northern Arizona,2022,95.869,112.535,65.0107,-16.6655,-16.665999999999997,
Northern Colorado,2022,107.827,111.325,69.5465,-3.49782,-3.4980000000000047,
Northern Illinois,2022,93.142,104.114,66.9062,-10.9722,-10.972000000000008,
Northern Iowa,2022,110.345,101.867,67.0638,8.47774,8.477999999999994,
Northern Kentucky,2022,101.132,103.201,64.091,-2.0691,-2.0689999999999884,
Northwestern,2022,106.692,97.2381,67.5816,9.45346,9.45389999999999,
Northwestern St.,2022,98.5317,113.844,71.0994,-15.3127,-15.312299999999993,
Notre Dame,2022,111.997,98.3632,65.7294,13.6336,13.633799999999994,11.0
Oakland,2022,103.073,104.46,67.3379,-1.38765,-1.3870000000000005,
Ohio,2022,104.513,100.648,67.3507,3.86412,3.865000000000009,
Ohio St.,2022,116.627,100.804,64.9727,15.8224,15.822999999999993,7.0
Oklahoma,2022,110.428,94.4718,64.7775,15.9566,15.956199999999995,
Oklahoma St.,2022,103.514,88.6145,67.5525,14.8993,14.899499999999989,
Old Dominion,2022,101.134,102.892,64.195,-1.75775,-1.7579999999999956,
Oral Roberts,2022,109.816,108.949,70.2404,0.866986,0.8670000000000044,
Oregon,2022,109.764,99.525,67.8657,10.2386,10.23899999999999,
Oregon St.,2022,105.564,110.835,66.5016,-5.27103,-5.271000000000001,
Pacific,2022,95.4459,105.859,68.0538,-10.4128,-10.4131,
Penn,2022,106.264,109.671,67.5303,-3.40677,-3.4070000000000107,
Penn St.,2022,105.317,95.972,61.8891,9.345,9.344999999999999,
Pepperdine,2022,97.9102,107.123,69.8108,-9.21268,-9.212800000000001,
Pittsburgh,2022,99.3943,102.21,63.8881,-2.81563,-2.8156999999999925,
Portland,2022,103.071,103.462,68.8138,-0.391188,-0.39100000000000534,
Portland St.,2022,96.0494,103.515,70.8753,-7.46528,-7.465599999999995,
Prairie View A&M,2022,97.2516,107.206,70.1592,-9.95425,-9.954400000000007,
Presbyterian,2022,96.5045,104.943,64.0436,-8.43877,-8.438500000000005,
Princeton,2022,111.662,105.573,66.6906,6.08928,6.089000000000013,
Providence,2022,111.929,98.0491,65.193,13.8797,13.879900000000006,4.0
Purdue,2022,121.268,98.9804,65.764,22.2872,22.287599999999998,3.0
Purdue Fort Wayne,2022,98.7117,103.932,68.2491,-5.22077,-5.220300000000009,
Quinnipiac,2022,102.673,108.516,68.6773,-5.84319,-5.8430000000000035,
Radford,2022,95.3337,105.962,64.0392,-10.6286,-10.62830000000001,
Rhode Island,2022,99.3154,96.2763,67.1721,3.0391,3.0390999999999906,
Rice,2022,106.253,110.491,67.4769,-4.23883,-4.2379999999999995,
Richmond,2022,109.146,99.3205,66.8627,9.82501,9.825500000000005,12.0
Rider,2022,98.9953,104.188,66.7699,-5.19226,-5.192700000000002,
Robert Morris,2022,98.5635,113.787,66.6084,-15.2234,-15.223500000000001,
Rutgers,2022,106.375,95.5107,64.9317,10.8648,10.8643,11.0
Sacramento St.,2022,95.436,108.916,64.1377,-13.48,-13.47999999999999,
Sacred Heart,2022,101.435,115.711,67.2882,-14.2759,-14.275999999999996,
St. Joseph's,2022,100.46,100.063,67.8595,0.397046,0.39699999999999136,
Saint Louis,2022,109.886,97.6929,67.7464,12.1935,12.193100000000001,
St. Mary's,2022,109.764,89.9554,63.493,19.8082,19.8086,5.0
St. Peter's,2022,98.7512,94.4758,65.9614,4.27548,4.2753999999999905,15.0
Sam Houston St.,2022,101.096,98.4527,64.7124,2.64346,2.6433000000000106,
Samford,2022,105.206,106.256,68.9554,-1.04954,-1.0499999999999972,
San Diego,2022,96.8089,101.208,65.4851,-4.39908,-4.399100000000004,
San Diego St.,2022,104.106,85.9549,65.2809,18.151,18.1511,8.0
San Francisco,2022,110.756,92.3886,68.6767,18.3679,18.367400000000004,10.0
San Jose St.,2022,99.5492,109.42,65.3339,-9.8704,-9.870800000000003,
Santa Clara,2022,113.449,101.689,70.7251,11.7599,11.760000000000005,
Seattle,2022,100.152,97.0288,70.3976,3.12319,3.123199999999997,
Seton Hall,2022,108.487,93.5199,67.2574,14.967,14.967099999999988,8.0
Siena,2022,97.9129,104.48,66.2108,-6.56747,-6.567100000000011,
SIU Edwardsville,2022,94.4509,105.561,68.3714,-11.1105,-11.110100000000003,
SMU,2022,110.062,96.6989,68.0122,13.3635,13.363100000000003,
South Alabama,2022,103.823,101.123,66.4514,2.70041,2.6999999999999886,
South Carolina,2022,101.687,94.1502,70.4319,7.53722,7.5367999999999995,
South Carolina St.,2022,93.3705,105.958,69.9462,-12.5879,-12.587499999999991,
South Dakota,2022,104.839,107.326,65.5593,-2.48717,-2.4869999999999948,
South Dakota St.,2022,116.763,105.32,69.4008,11.4429,11.443000000000012,13.0
South Florida,2022,91.0202,97.9035,64.9011,-6.88331,-6.883299999999991,
Southeast Missouri St.,2022,104.546,110.557,71.6853,-6.01085,-6.010999999999996,
Southeastern Louisiana,2022,103.017,112.109,70.5626,-9.09174,-9.091999999999999,
Southern,2022,96.7993,100.497,69.8349,-3.69722,-3.6976999999999975,
Southern Illinois,2022,102.923,98.8622,62.0463,4.06081,4.0608,
Southern Miss,2022,94.2314,112.005,66.9551,-17.7732,-17.773600000000002,
Southern Utah,2022,106.157,106.296,68.3824,-0.138951,-0.13900000000001,
St. Bonaventure,2022,108.235,98.8056,65.6373,9.42906,9.429400000000001,
St. Francis NY,2022,94.8625,109.177,66.5215,-14.3145,-14.31450000000001,
St. Francis PA,2022,95.2766,109.89,67.2445,-14.6139,-14.613399999999999,
St. John's,2022,110.204,97.4082,73.436,12.796,12.7958,
St. Thomas,2022,107.06,119.081,65.1638,-12.0209,-12.021,
Stanford,2022,105.452,99.0955,65.6835,6.35639,6.356499999999997,
Stephen F. Austin,2022,103.026,98.0854,68.8666,4.94049,4.940599999999989,
Stetson,2022,96.6827,109.209,65.6337,-12.5262,-12.526300000000006,
Stony Brook,2022,104.135,111.136,68.1192,-7.00165,-7.000999999999991,
Syracuse,2022,115.094,104.564,67.4631,10.5301,10.530000000000001,
Tarleton St.,2022,99.9548,103.027,62.9781,-3.0727,-3.072199999999995,
TCU,2022,108.261,93.3525,65.834,14.909,14.90849999999999,9.0
Temple,2022,102.171,97.8695,66.2112,4.30172,4.301500000000004,
Tennessee,2022,111.439,86.1987,67.1668,25.2399,25.24029999999999,3.0
Tennessee Martin,2022,96.4944,108.845,68.7702,-12.3504,-12.3506,
Tennessee St.,2022,98.3717,106.699,67.4225,-8.32718,-8.327299999999994,
Tennessee Tech,2022,100.158,107.888,69.2342,-7.7294,-7.730000000000004,
Texas,2022,111.812,91.4059,63.0969,20.4063,20.406099999999995,6.0
Texas A&M,2022,109.079,94.7201,66.6338,14.3587,14.358899999999991,
Texas A&M Corpus Christi,2022,96.9771,103.288,68.9287,-6.3107,-6.310900000000004,16.0
Texas Southern,2022,98.1424,99.4749,67.6207,-1.33245,-1.3325000000000102,16.0
Texas St.,2022,105.79,102.803,63.6513,2.98661,2.987000000000009,
Texas Tech,2022,109.701,85.0595,66.455,24.641,24.641499999999994,3.0
The Citadel,2022,101.278,107.423,70.379,-6.14411,-6.144999999999996,
Toledo,2022,111.256,101.928,68.7289,9.32881,9.328000000000003,
Towson,2022,110.047,99.5447,64.4472,10.5024,10.502299999999991,
Troy,2022,99.0712,99.8706,66.7474,-0.799433,-0.7993999999999915,
Tulane,2022,108.782,101.255,67.8237,7.52681,7.527000000000001,
Tulsa,2022,103.773,104.052,66.3766,-0.279148,-0.2790000000000106,
UAB,2022,112.489,98.456,68.7871,14.0333,14.033000000000001,12.0
UC Davis,2022,98.3768,102.076,67.0256,-3.69897,-3.6991999999999905,
UC Irvine,2022,99.7729,96.1302,65.1048,3.64269,3.642700000000005,
UC Riverside,2022,100.825,100.925,65.2019,-0.100501,-0.09999999999999432,
UC San Diego,2022,102.018,109.552,67.7671,-7.53369,-7.534000000000006,
UC Santa Barbara,2022,105.554,101.999,65.5011,3.55475,3.555000000000007,
UCF,2022,106.558,100.617,67.2911,5.94166,5.9410000000000025,
UCLA,2022,116.076,91.2287,65.5444,24.8472,24.84729999999999,4.0
UMass Lowell,2022,96.3247,103.184,67.3295,-6.85898,-6.85929999999999,
UMBC,2022,103.999,110.144,68.209,-6.1448,-6.14500000000001,
UMKC,2022,100.422,103.417,67.2643,-2.99464,-2.9950000000000045,
UNC Asheville,2022,101.276,105.486,66.4147,-4.20938,-4.210000000000008,
UNC Greensboro,2022,100.401,100.77,62.1205,-0.368174,-0.3689999999999998,
UNC Wilmington,2022,102.808,103.46,65.2465,-0.651764,-0.6519999999999868,
UNLV,2022,108.054,98.5267,66.1628,9.52687,9.527299999999997,
USC,2022,110.473,96.0232,66.022,14.4494,14.449799999999996,7.0
USC Upstate,2022,100.99,110.617,68.2008,-9.62689,-9.62700000000001,
UT Arlington,2022,98.293,102.085,65.058,-3.79232,-3.7919999999999874,
UT Rio Grande Valley,2022,100.217,111.71,71.7047,-11.493,-11.492999999999995,
Utah,2022,107.616,103.669,66.0731,3.94657,3.9470000000000027,
Utah St.,2022,110.572,96.4076,66.4634,14.1642,14.1644,
Utah Valley,2022,103.018,98.395,65.7171,4.62279,4.623000000000005,
UTEP,2022,100.844,100.485,66.4648,0.358266,0.35899999999999466,
UTSA,2022,94.6327,107.68,68.5622,-13.0471,-13.047300000000007,
Valparaiso,2022,103.081,105.349,64.9861,-2.26716,-2.2680000000000007,
Vanderbilt,2022,106.768,94.6641,67.774,12.1042,12.103899999999996,
VCU,2022,100.014,88.1477,68.2785,11.8661,11.866299999999995,
Vermont,2022,110.775,97.7084,64.9527,13.0669,13.066600000000008,13.0
Villanova,2022,117.95,93.8397,62.55,24.1107,24.11030000000001,2.0
Virginia,2022,106.997,97.1897,59.2081,9.80716,9.807299999999998,
Virginia Tech,2022,114.268,96.4045,62.9067,17.8634,17.863500000000002,11.0
VMI,2022,110.812,110.338,68.4173,0.473927,0.47400000000000375,
Wagner,2022,102.158,100.489,66.3992,1.66836,1.668999999999997,
Wake Forest,2022,111.555,96.6232,70.0023,14.9316,14.93180000000001,
Washington,2022,104.278,98.8722,69.3907,5.40541,5.405799999999999,
Washington St.,2022,108.286,94.9848,66.1115,13.3008,13.301199999999994,
Weber St.,2022,103.694,103.959,69.4246,-0.264865,-0.26500000000000057,
West Virginia,2022,108.071,97.0049,67.91,11.0661,11.066099999999992,
Western Carolina,2022,99.1381,110.487,68.1323,-11.3491,-11.3489,
Western Illinois,2022,101.433,106.905,70.442,-5.47214,-5.471999999999994,
Western Kentucky,2022,106.821,101.937,68.4689,4.88457,4.884,
Western Michigan,2022,97.2297,112.097,63.9283,-14.8674,-14.8673,
Wichita St.,2022,104.174,96.145,66.7691,8.02864,8.02900000000001,
William & Mary,2022,90.1121,108.018,68.6652,-17.9058,-17.905900000000003,
Winthrop,2022,105.921,105.509,68.2387,0.412015,0.41200000000000614,
Wisconsin,2022,110.398,94.8142,66.466,15.5839,15.583799999999997,3.0
Wofford,2022,106.561,101.544,64.1314,5.01645,5.01700000000001,
Wright St.,2022,106.365,107.231,68.4334,-0.866069,-0.8659999999999997,16.0
Wyoming,2022,110.173,97.0777,66.0062,13.0956,13.095300000000009,12.0
Xavier,2022,110.936,98.0442,68.1678,12.8916,12.891800000000003,
Yale,2022,101.474,99.2392,68.6807,2.23432,2.234800000000007,14.0
Youngstown St.,2022,103.047,110.949,66.1656,-7.90168,-7.902000000000001,
Abilene Christian,2023,105.903,107.338,69.2174,-1.43456,-1.434999999999988,
Air Force,2023,106.346,104.383,63.1849,1.96378,1.963000000000008,
Akron,2023,109.979,103.507,65.3479,6.47154,6.471999999999994,
Alabama,2023,116.097,88.5549,72.7469,27.5425,27.54209999999999,1.0
Alabama A&M,2023,96.6964,107.978,68.3055,-11.2814,-11.281599999999997,
Alabama St.,2023,93.2549,110.812,66.0089,-17.5566,-17.55709999999999,
Albany,2023,98.8027,116.148,67.3381,-17.3452,-17.345299999999995,
Alcorn St.,2023,102.072,108.246,67.2967,-6.17379,-6.173999999999992,
American,2023,100.842,110.171,62.5744,-9.32928,-9.329000000000008,
Appalachian St.,2023,101.425,102.153,64.9924,-0.728076,-0.7280000000000086,
Arizona,2023,119.979,97.1195,72.3118,22.8595,22.859499999999997,2.0
Arizona St.,2023,107.586,95.2101,68.4035,12.3762,12.375900000000001,11.0
Arkansas,2023,112.596,93.9677,69.6808,18.6287,18.62830000000001,8.0
Arkansas Pine Bluff,2023,94.6485,107.924,69.6298,-13.2758,-13.275500000000008,
Arkansas St.,2023,100.317,109.789,63.4103,-9.47224,-9.472000000000008,
Army,2023,102.988,109.896,68.5704,-6.908,-6.908000000000001,
Auburn,2023,112.689,95.2408,67.6112,17.4484,17.4482,9.0
Austin Peay,2023,97.1354,111.027,64.8002,-13.8918,-13.891599999999997,
Ball St.,2023,108.114,107.891,67.552,0.223292,0.22299999999999898,
Baylor,2023,121.852,101.871,66.551,19.9811,19.98100000000001,3.0
Bellarmine,2023,102.438,110.403,62.1799,-7.96523,-7.965000000000003,
Belmont,2023,111.549,107.466,68.3948,4.08316,4.083000000000013,
Bethune Cookman,2023,97.0744,114.44,69.001,-17.3659,-17.3656,
Binghamton,2023,98.6816,110.614,66.0525,-11.9325,-11.932400000000001,
Boise St.,2023,110.969,93.8352,66.5002,17.1342,17.133799999999994,10.0
Boston College,2023,102.603,103.048,66.575,-0.44508,-0.4450000000000074,
Boston University,2023,98.0993,106.841,65.4502,-8.74178,-8.741699999999994,
Bowling Green,2023,103.694,113.037,69.6647,-9.34242,-9.343000000000004,
Bradley,2023,107.133,97.8883,65.2197,9.2449,9.244699999999995,
Brown,2023,100.779,101.757,69.3412,-0.97802,-0.9780000000000086,
Bryant,2023,104.982,107.822,72.0417,-2.84081,-2.8400000000000034,
Bucknell,2023,99.0204,110.443,66.8207,-11.4224,-11.422600000000003,
Buffalo,2023,104.207,106.81,72.2014,-2.60314,-2.6030000000000086,
Butler,2023,102.451,98.4607,65.5365,3.9903,3.9902999999999906,
BYU,2023,109.17,97.5824,69.5993,11.5872,11.587599999999995,
Cal Baptist,2023,103.743,102.705,64.1085,1.03833,1.0379999999999967,
Cal Poly,2023,94.3033,104.283,64.1768,-9.98019,-9.979700000000008,
Cal St. Bakersfield,2023,95.2121,105.276,63.2238,-10.0638,-10.06389999999999,
Cal St. Fullerton,2023,104.955,100.405,64.8285,4.55028,4.549999999999997,
Cal St. Northridge,2023,95.7684,109.744,65.335,-13.9753,-13.9756,
California,2023,97.7804,105.971,63.5219,-8.1911,-8.190600000000003,
Campbell,2023,105.032,109.8,64.331,-4.7684,-4.768000000000001,
Canisius,2023,101.808,108.486,67.7261,-6.67888,-6.677999999999997,
Central Arkansas,2023,98.6317,113.855,72.2512,-15.2232,-15.223300000000009,
Central Connecticut,2023,97.1259,114.06,64.3965,-16.9344,-16.9341,
Central Michigan,2023,93.0299,108.333,67.2211,-15.3036,-15.3031,
Charleston,2023,111.378,99.6171,70.9567,11.7607,11.760900000000007,12.0
Charleston Southern,2023,105.403,116.655,65.8656,-11.2514,-11.251999999999995,
Charlotte,2023,107.972,103.37,60.4671,4.60123,4.60199999999999,
Chattanooga,2023,108.179,109.21,68.4938,-1.03044,-1.0309999999999917,
Chicago St.,2023,103.198,113.477,64.365,-10.2787,-10.27900000000001,
Cincinnati,2023,112.31,98.9568,68.5349,13.3528,13.353200000000001,
Clemson,2023,111.118,98.4479,68.1594,12.6705,12.67009999999999,
Cleveland St.,2023,104.369,105.147,65.9837,-0.77844,-0.7780000000000058,
Coastal Carolina,2023,104.263,114.738,68.429,-10.4748,-10.474999999999994,
Colgate,2023,112.963,107.67,67.8783,5.29267,5.292999999999992,15.0
Colorado,2023,107.713,94.6627,68.9923,13.0499,13.050299999999993,
Colorado St.,2023,112.275,105.87,66.1486,6.40503,6.405000000000001,
Columbia,2023,94.4661,111.319,69.5359,-16.8528,-16.852900000000005,
Connecticut,2023,119.437,94.0686,66.6901,25.3686,25.368399999999994,4.0
Coppin St.,2023,99.2063,115.245,71.5253,-16.0383,-16.038700000000006,
Cornell,2023,112.029,110.265,71.2653,1.76449,1.7639999999999958,
Creighton,2023,114.621,93.9665,67.9808,20.6545,20.6545,6.0
Dartmouth,2023,99.3659,107.714,68.7968,-8.3477,-8.348100000000002,
Davidson,2023,107.426,104.95,65.1077,2.47584,2.475999999999999,
Dayton,2023,110.018,98.8226,62.3832,11.1957,11.195400000000006,
Delaware,2023,102.539,108.08,67.1632,-5.54168,-5.540999999999997,
Delaware St.,2023,92.1741,112.532,67.9235,-20.3583,-20.3579,
Denver,2023,100.794,111.222,68.5813,-10.4277,-10.427999999999997,
DePaul,2023,107.877,105.611,68.7921,2.26655,2.265999999999991,
Detroit Mercy,2023,111.63,113.462,67.2638,-1.83197,-1.8320000000000078,
Drake,2023,109.84,97.3312,66.4238,12.5086,12.508800000000008,12.0
Drexel,2023,101.185,103.148,63.6711,-1.96266,-1.9629999999999939,
Duke,2023,113.242,94.7531,65.258,18.4885,18.4889,5.0
Duquesne,2023,108.597,104.616,68.2369,3.98084,3.9809999999999945,
East Carolina,2023,103.369,104.092,67.4662,-0.723262,-0.722999999999999,
East Tennessee St.,2023,101.232,107.524,65.8108,-6.29248,-6.292000000000002,
Eastern Illinois,2023,94.0874,111.157,67.9748,-17.0697,-17.069599999999994,
Eastern Kentucky,2023,103.358,103.404,70.178,-0.0459903,-0.04599999999999227,
Eastern Michigan,2023,101.783,114.387,69.2119,-12.604,-12.604,
Eastern Washington,2023,111.545,107.46,68.4619,4.0848,4.085000000000008,
Elon,2023,96.8133,112.79,65.983,-15.9763,-15.976700000000008,
Evansville,2023,91.561,109.922,69.6192,-18.3612,-18.36099999999999,
Fairfield,2023,98.912,106.993,65.0804,-8.08098,-8.080999999999989,
Fairleigh Dickinson,2023,106.175,118.425,68.7636,-12.2499,-12.25,16.0
FIU,2023,102.912,106.476,70.1207,-3.56396,-3.563999999999993,
Florida,2023,108.229,95.4082,69.4161,12.8211,12.820800000000006,
Florida A&M,2023,89.729,110.152,65.0733,-20.4234,-20.423000000000002,
Florida Atlantic,2023,114.275,96.0455,68.4356,18.2298,18.2295,9.0
Florida Gulf Coast,2023,105.016,106.216,66.3494,-1.19931,-1.1999999999999886,
Florida St.,2023,105.208,108.035,68.7389,-2.82667,-2.826999999999998,
Fordham,2023,103.178,100.666,69.7048,2.51142,2.5120000000000005,
Fresno St.,2023,103.527,100.558,64.282,2.96882,2.968999999999994,
Furman,2023,114.2,105.775,68.4584,8.42507,8.424999999999997,13.0
Gardner Webb,2023,99.0122,101.578,66.2324,-2.56602,-2.565799999999996,
George Mason,2023,102.683,101.213,66.3625,1.46996,1.470000000000013,
George Washington,2023,109.163,112.487,69.0606,-3.32429,-3.323999999999998,
Georgetown,2023,103.949,108.294,68.9433,-4.34486,-4.344999999999999,
Georgia,2023,104.428,103.037,67.744,1.39038,1.3909999999999911,
Georgia Southern,2023,100.375,102.99,66.7343,-2.61494,-2.614999999999995,
Georgia St.,2023,98.1475,107.389,67.0189,-9.24194,-9.241500000000002,
Georgia Tech,2023,104.263,104.102,66.7174,0.161039,0.16100000000000136,
Gonzaga,2023,124.004,99.6937,70.0663,24.3101,24.310299999999998,3.0
Grambling St.,2023,100.141,100.792,66.2543,-0.650689,-0.6509999999999962,
Grand Canyon,2023,112.317,106.325,65.1541,5.99141,5.99199999999999,14.0
Green Bay,2023,90.6191,116.92,65.1576,-26.3012,-26.3009,
Hampton,2023,97.5154,115.703,69.0014,-18.1875,-18.187600000000003,
Hartford,2023,89.4317,119.178,65.5496,-29.7462,-29.74629999999999,
Harvard,2023,101.253,100.932,65.9541,0.320921,0.32099999999999795,
Hawaii,2023,102.057,98.201,64.7704,3.85575,3.8560000000000088,
High Point,2023,100.191,111.256,71.5165,-11.065,-11.064999999999998,
Hofstra,2023,110.255,101.854,67.215,8.40069,8.400999999999996,
Holy Cross,2023,94.1577,111.042,69.1381,-16.884,-16.884299999999996,
Houston,2023,118.387,89.5678,63.3299,28.8196,28.819199999999995,1.0
Houston Christian,2023,102.06,120.882,70.6721,-18.822,-18.822000000000003,
Howard,2023,103.701,106.914,68.9681,-3.21361,-3.213000000000008,16.0
Idaho,2023,102.819,113.527,65.9364,-10.7077,-10.707999999999998,
Idaho St.,2023,102.3,108.576,65.2806,-6.27537,-6.275999999999996,
Illinois,2023,112.167,95.6864,69.3873,16.4805,16.480599999999995,9.0
Illinois Chicago,2023,98.0478,108.724,69.0249,-10.6764,-10.676200000000009,
Illinois St.,2023,100.586,109.966,64.985,-9.38004,-9.379999999999995,
Incarnate Word,2023,96.6164,112.484,66.9797,-15.8675,-15.867599999999996,
Indiana,2023,114.651,97.2921,68.1266,17.3586,17.35889999999999,4.0
Indiana St.,2023,110.562,103.174,70.6045,7.38802,7.387999999999991,
